IndicatorCode,Location,Period,Dim1ValueCode,Value
WHOSIS_000001,Colombia,2015,FMLE,81.01
WHOSIS_000001,Kuwait,2015,BTSX,81.13
WHOSIS_000001,Ireland,2015,BTSX,81.14
WHOSIS_000001,Poland,2015,FMLE,81.15
WHOSIS_000001,Finland,2015,BTSX,81.21
WHOSIS_000001,Netherlands,2015,BTSX,81.28
WHOSIS_000001,Czechia,2015,FMLE,81.3
WHOSIS_000001,New Zealand,2015,BTSX,81.31
WHOSIS_000001,Panama,2015,FMLE,81.38
WHOSIS_000001,Malta,2015,BTSX,81.65
WHOSIS_000001,Estonia,2015,FMLE,81.71
WHOSIS_000001,Sweden,2015,BTSX,81.75
WHOSIS_000001,Canada,2015,BTSX,81.76
WHOSIS_000001,France,2015,BTSX,81.91
WHOSIS_000001,Israel,2015,BTSX,81.93
WHOSIS_000001,Cyprus,2015,BTSX,82.01
WHOSIS_000001,Norway,2015,BTSX,82.01
WHOSIS_000001,Iceland,2015,BTSX,82.14
WHOSIS_000001,Republic of Korea,2015,BTSX,82.2
WHOSIS_000001,Italy,2015,BTSX,82.21
WHOSIS_000001,Australia,2015,BTSX,82.28
WHOSIS_000001,Luxembourg,2015,BTSX,82.31
WHOSIS_000001,Spain,2015,BTSX,82.33
WHOSIS_000001,United Kingdom of Great Britain and Northern Ireland,2015,FMLE,82.34
WHOSIS_000001,Denmark,2015,FMLE,82.35
WHOSIS_000001,Chile,2015,FMLE,82.51
WHOSIS_000001,Switzerland,2015,BTSX,82.61
WHOSIS_000001,Germany,2015,FMLE,82.71
WHOSIS_000001,Singapore,2015,BTSX,82.81
WHOSIS_000001,Netherlands,2015,FMLE,82.82
WHOSIS_000001,New Zealand,2015,FMLE,82.85
WHOSIS_000001,Belgium,2015,FMLE,82.86
WHOSIS_000001,Ireland,2015,FMLE,82.93
WHOSIS_000001,Greece,2015,FMLE,82.94
WHOSIS_000001,Austria,2015,FMLE,83.29
WHOSIS_000001,Slovenia,2015,FMLE,83.32
WHOSIS_000001,Costa Rica,2015,FMLE,83.47
WHOSIS_000001,Sweden,2015,FMLE,83.5
WHOSIS_000001,Iceland,2015,FMLE,83.56
WHOSIS_000001,Canada,2015,FMLE,83.58
WHOSIS_000001,Malta,2015,FMLE,83.58
WHOSIS_000001,Japan,2015,BTSX,83.62
WHOSIS_000001,Portugal,2015,FMLE,83.67
WHOSIS_000001,Norway,2015,FMLE,83.71
WHOSIS_000001,Israel,2015,FMLE,83.79
WHOSIS_000001,Kuwait,2015,FMLE,83.84
WHOSIS_000001,Finland,2015,FMLE,83.85
WHOSIS_000001,Cyprus,2015,FMLE,84.12
WHOSIS_000001,Australia,2015,FMLE,84.17
WHOSIS_000001,Italy,2015,FMLE,84.26
WHOSIS_000001,Luxembourg,2015,FMLE,84.29
WHOSIS_000001,Switzerland,2015,FMLE,84.5
WHOSIS_000001,France,2015,FMLE,84.72
WHOSIS_000001,Singapore,2015,FMLE,84.89
WHOSIS_000001,Spain,2015,FMLE,84.94
WHOSIS_000001,Republic of Korea,2015,FMLE,85.12
WHOSIS_000001,Japan,2015,FMLE,86.41
